"Modified","CVE-2017-14797","CWE-326",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.9,HIGH,"AV:A/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:philips:hue_bridge_bsb002_firmware:1707040932:*:*:*:*:*:*:*" "cpe:2.3:h:philips:hue_bridge_bsb002:-:*:*:*:*:*:*:*"
"Modified","CVE-2015-7357","CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:udesign_project:udesign:2.3.0:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.3.1:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.0:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.1:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.2:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.3:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.4:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.5:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.6:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.7:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.8:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.9:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.10:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.11:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.12:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.13:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.14:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.15:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.16:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.17:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.18:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.4.19:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.0:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.1:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.2:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.3:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.4:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.5:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.5.6:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.6.0:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.0:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.1:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.2:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.3:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.4:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.5:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.6:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.7:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.8:*:*:*:*:wordpress:*:*" "cpe:2.3:a:udesign_project:udesign:2.7.9:*:*:*:*:wordpress:*:*"
"Modified","CVE-2015-7358","CWE-264",,,,,,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:ciphershed:ciphershed:*:*:*:*:*:*:*:*" "cpe:2.3:a:idrix:veracrypt:*:*:*:*:*:*:*:*" "cpe:2.3:a:truecrypt:truecrypt:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*"
"Modified","CVE-2015-7359","CWE-264",,,,,,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ciphershed:ciphershed:*:*:*:*:*:*:*:*" "cpe:2.3:a:idrix:veracrypt:*:*:*:*:*:*:*:*" "cpe:2.3:a:truecrypt:truecrypt:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*"
"Modified","CVE-2015-7841","CWE-77",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:huawei:fusionserver_ch121_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_ch220_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_ch222_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh1288_v3:v100r003c00spc100:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh1288a_v2:v100r002c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288a_v2:v100r002c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288h_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh8100_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_xh628_v3:v100r003c00:*:*:*:*:*:*:*"
"Modified","CVE-2015-7843","CWE-254",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:huawei:fusionserver_ch121_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_ch220_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_ch222_v3:v100r001c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh1288_v3:v100r003c00spc100:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh1288a_v2:v100r002c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288a_v2:v100r002c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh2288h_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_rh8100_v3:v100r003c00:*:*:*:*:*:*:*" "cpe:2.3:a:huawei:fusionserver_xh628_v3:v100r003c00:*:*:*:*:*:*:*"
"Modified","CVE-2015-7980","CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:compass_rose_project:compass_rose:6.x-1.0:*:*:*:*:drupal:*:*"
"Modified","CVE-2016-6806","CWE-352",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:apache:wicket:6.20.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:6.21.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:6.22.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:6.23.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:6.24.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:7.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:7.1.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:7.2.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:7.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:7.4.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:wicket:8.0.0:m1:*:*:*:*:*:*"
"Modified","CVE-2017-11321","CWE-78",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:ucopia:wireless_appliance:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-11322","CWE-78",,,,,,,,,"nvd@nist.gov",8.2,"HIGH","CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H","nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:ucopia:ucopia_wireless_appliance:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-11496","CWE-119",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:gemalto:sentinel_ldk_rte:2.10:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.1:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.50:*:*:*:*:*:*:*"
"Modified","CVE-2017-11497","CWE-119",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:gemalto:sentinel_ldk_rte:2.10:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.1:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.50:*:*:*:*:*:*:*"
"Modified","CVE-2017-11498","CWE-119",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:gemalto:sentinel_ldk_rte:2.10:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.1:*:*:*:*:*:*:*" "cpe:2.3:a:gemalto:sentinel_ldk_rte:7.50:*:*:*:*:*:*:*"
"Modified","CVE-2017-12620","CWE-611",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:apache:opennlp:1.5.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.6.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.7.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.7.2:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.8.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:opennlp:1.8.1:*:*:*:*:*:*:*"
"Modified","CVE-2017-12638","CWE-119",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ipswitch:imail_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12639","CWE-119",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ipswitch:imail_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12792","CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:nexusphp_project:nexusphp:1.5:*:*:*:*:*:*:*"
"Modified","CVE-2017-1311","CWE-89",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:ibm:insights_foundation_for_energy:2.0:*:*:*:*:*:*:*"
"Modified","CVE-2017-1324","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2017-1334","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2017-1335","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:4.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:5.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:rational_engineering_lifecycle_manager:6.0.4:*:*:*:*:*:*:*"
"Modified","CVE-2017-1345","CWE-79",,,,,,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:ibm:insights_foundation_for_energy:2.0:*:*:*:*:*:*:*"
