"Modified","CVE-2019-11628","CWE-917",,,,,,,,,"cve@mitre.org" "nvd@nist.gov",8.2 6.5,"HIGH" "MEDIUM","CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:qlik:qlikview_server:11.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_10:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_11:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_12:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_13:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_14:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_15:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_16:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_17:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.00:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.30:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:april_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2019:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_sense:april_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2019:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2018:*:*:*:enterprise:*:*:*"
"Modified","CVE-2019-1812","CWE-347" "CWE-347",,,,,"nvd@nist.gov",6.7,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","ykramarz@cisco.com",6.7,"MEDIUM","CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3048:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31108pc-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31108tc-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31128pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132c-z:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132q-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132q-x\\/3132q-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3164q:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3172pq\\/pq-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3172tq-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3232c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3264c-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3264q:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3408-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_34180yc:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3432d-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3464c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3524-x\\/xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3548-x\\/xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_36180yc-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-c9504-fm-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-c9508-fm-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_36180yc-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9432pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9536pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9636pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9736pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9432c-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9464px:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9464tx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9564px:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9564tx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9636c-rx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x97160yc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9732c-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9732c-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9736c-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9736c-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9788tc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_92160yc-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_92300yc:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93108tc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93108tc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93120tx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9316d-gx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180lc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180yc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180yc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93216tc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93240yc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9332c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93360yc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9336c-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9348gc-fxp:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93600cd-gx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9364c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_a\\+:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_b:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_b\\+:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9504:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9508:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9516:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:x9636q-r:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-1813","CWE-347" "CWE-347",,,,,"nvd@nist.gov",6.7,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","ykramarz@cisco.com",6.7,"MEDIUM","CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3048:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31108pc-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31108tc-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_31128pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132c-z:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132q-v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3132q-x\\/3132q-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3164q:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3172pq\\/pq-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3172tq-xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3232c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3264c-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3264q:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3408-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_34180yc:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3432d-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3464c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3524-x\\/xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3548-x\\/xl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_36180yc-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-c9504-fm-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-c9508-fm-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_36180yc-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_3636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:nx-os:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9432pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9536pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9636pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9736pq:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9432c-s:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9464px:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9464tx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9564px:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9564tx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9636c-r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9636c-rx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x97160yc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9732c-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9732c-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9736c-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9736c-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:n9k-x9788tc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_92160yc-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_92300yc:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93108tc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93108tc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93120tx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9316d-gx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180lc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180yc-ex:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93180yc-fx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93216tc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93240yc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9332c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93360yc-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9336c-fx2:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9348gc-fxp:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_93600cd-gx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9364c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_a\\+:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_b:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9500_supervisor_b\\+:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9504:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9508:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:nexus_9516:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:x9636q-r:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-1814","CWE-400" "CWE-770",,,,,"nvd@nist.gov",8.6,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H","ykramarz@cisco.com",6.8,"MEDIUM","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:N/A:H","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:cisco:sf302-08pp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf302-08pp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf302-08mpp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf302-08mpp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10pp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10pp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10mpp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10mpp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-24pp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-24pp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-48pp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-48pp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-28pp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-28pp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-08_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-08:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-48p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-48p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10mp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10mp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-28p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-28p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-24p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-24p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf302-08mp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf302-08mp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-28_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-28:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-48_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-48:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-20_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-20:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf302-08p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf302-08p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-52_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-52:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-24_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-24:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf302-08_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf302-08:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sf300-24mp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sf300-24mp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-10sfp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-10sfp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-28mp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-28mp:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-52p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-52p:-:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:sg300-52mp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:sg300-52mp:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-1818","CWE-22" "CWE-22",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","ykramarz@cisco.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1819","CWE-22" "CWE-22",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","ykramarz@cisco.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1820","CWE-22" "CWE-22",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","ykramarz@cisco.com",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1821","CWE-20" "CWE-20",,,,,,,,,"ykramarz@cisco.com" "nvd@nist.gov",8.8 9.8,"HIGH" "CRITICAL","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:network_level_service:3.0\\(0.0.83b\\):*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1822","CWE-20" "CWE-20",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","ykramarz@cisco.com",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1823","CWE-20" "CWE-20",,,,,,,,,"ykramarz@cisco.com" "nvd@nist.gov",8.8 7.2,"HIGH" "HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:network_level_service:3.0\\(0.0.83b\\):*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1824","CWE-89" "CWE-89",,,,,,,,,"ykramarz@cisco.com" "nvd@nist.gov",8.1 8.1,"HIGH" "HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N","nvd@nist.gov",5.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:N","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-1825","CWE-89" "CWE-89",,,,,,,,,"ykramarz@cisco.com" "nvd@nist.gov",8.1 8.1,"HIGH" "HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N","nvd@nist.gov",5.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:N","cpe:2.3:a:cisco:evolved_programmable_network_manager:*:*:*:*:*:*:*:*" "cpe:2.3:a:cisco:network_level_service:3.0\\(0.0.83b\\):*:*:*:*:*:*:*" "cpe:2.3:a:cisco:prime_infrastructure:*:*:*:*:*:*:*:*"
