"Modified","CVE-2013-10001","CWE-295" "CWE-295",,,,,"cna@vuldb.com" "nvd@nist.gov",4.8 5.9,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:htc:mail:5.2.2222282614.528614.528614:*:*:*:*:*:*:*" "cpe:2.3:a:htc:sdk_api:4.25:*:*:*:*:*:*:*" "cpe:2.3:h:htc:one_sv:4.0.4:*:*:*:*:android:*:*" "cpe:2.3:h:htc:sense:4.1:*:*:*:*:*:*:*" "cpe:2.3:a:htc:mail:5.5.550363:*:*:*:*:*:*:*" "cpe:2.3:a:htc:sdk_api:4.63:*:*:*:*:*:*:*" "cpe:2.3:h:htc:one_x:4.1.1:*:*:*:*:android:*:*" "cpe:2.3:h:htc:sense:4\\+:*:*:*:*:*:*:*"
"Modified","CVE-2020-19213","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:piwigo:piwigo:2.9.5:*:*:*:*:*:*:*"
"Modified","CVE-2020-19215","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:piwigo:piwigo:2.9.5:*:*:*:*:*:*:*"
"Modified","CVE-2020-19216","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:piwigo:piwigo:2.9.5:*:*:*:*:*:*:*"
"Modified","CVE-2020-19217","CWE-89",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:piwigo:piwigo:2.9.5:*:*:*:*:*:*:*"
"Modified","CVE-2020-19228","CWE-434",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:a:bludit:bludit:3.13.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-22983","CWE-918",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:N","cpe:2.3:a:microstrategy:microstrategy_web:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-22984","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:microstrategy:microstrategy_web_sdk:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-22985","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:microstrategy:microstrategy_web_sdk:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-22986","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:microstrategy:microstrategy_web_sdk:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-22987","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:microstrategy:microstrategy_web_sdk:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-23617","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:totolink:n200re_firmware:2.0:*:*:*:*:*:*:*" "cpe:2.3:h:totolink:n200re:-:*:*:*:*:*:*:*" "cpe:2.3:o:totolink:n100re_firmware:2.0:*:*:*:*:*:*:*" "cpe:2.3:h:totolink:n100re:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-23618","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:xtendtech:voice_logger:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-23620","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:orlansoft:orlansoft_erp:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-23621","CWE-502",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:squire-technologies:svi_ms_management_system:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-4107","CWE-284" "NVD-CWE-Other",,,,,"psirt@hcl.com" "nvd@nist.gov",8.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:hcltech:domino:9.0:*:*:*:*:*:*:*" "cpe:2.3:a:hcltech:domino:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:hcltech:domino:11.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-4926","CWE-862",,,,,"nvd@nist.gov",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N","psirt@us.ibm.com",5.7,"MEDIUM","CVSS:3.0/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N","nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:P/A:N","cpe:2.3:a:ibm:elastic_storage_system:*:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:spectrum_scale:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-4957","CWE-200",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","psirt@us.ibm.com",5.3,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:security_identity_governance_and_intelligence:5.2.6:*:*:*:*:*:*:*"
"Modified","CVE-2020-4970","CWE-319",,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","psirt@us.ibm.com",5.3,"MEDIUM","CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:security_identity_manager:5.2.4:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:security_identity_manager:5.2.5:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:security_identity_manager:5.2.6:*:*:*:*:*:*:*"
"Modified","CVE-2020-4994","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","psirt@us.ibm.com",5.3,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:ibm:datapower_gateway:*:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:datapower_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-0126","CWE-20",,,,,"nvd@nist.gov",8,"HIGH","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",5.2,MEDIUM,"AV:A/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:intel:manageability_commander:*:*:*:*:*:*:*:*"
