"Analyzed","CVE-2023-34151","CWE-190" "CWE-190",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:a:imagemagick:imagemagick:*:*:*:*:*:*:*:*" "cpe:2.3:a:fedoraproject:extra_packages_for_enterprise_linux:8.0:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:37:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*"
"Modified","CVE-2017-11197","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:cyberark:viewfinity:*:*:*:*:*:*:*:*" "cpe:2.3:a:cyberark:viewfinity:5.5.10.95:*:*:*:*:*:*:*"
"Modified","CVE-2017-20183","CWE-79" "CWE-79",,,,,"cna@vuldb.com" "nvd@nist.gov",3.5 6.1,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"cna@vuldb.com",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:external_media_without_import_project:external_media_without_import:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-20184","CWE-22",,,,,"info@cert.vde.com",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:gavazzionline:powersoft:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-25085","CWE-79" "CWE-79",,,,,"cna@vuldb.com" "nvd@nist.gov",2.4 4.8,"LOW" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,"cna@vuldb.com",3.3,LOW,"AV:N/AC:L/Au:M/C:N/I:P/A:N","cpe:2.3:a:drupal:responsive_menus:*:*:*:*:*:drupal:*:*"
"Modified","CVE-2019-19791","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:lemonldap-ng:lemonldap\\:\\:ng:*:*:*:*:*:*:*:*"
"Modified","CVE-2019-25137","CWE-91",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:umbraco:umbraco_cms:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-13377","CWE-22",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:loadbalancer:enterprise_va_max:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-13378","CWE-78",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:loadbalancer:enterprise_va_max:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-18131","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:clanscripts_project:clanscripts:4.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-18132","CWE-79",,,,,"nvd@nist.gov",4.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:mipcms:mipcms:3.6.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-18280","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:md_project:md:1.0:*:*:*:*:wechat:*:*"
"Modified","CVE-2020-18282","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:5none:nonecms:1.3.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-19660","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:ipandao:editor.md:1.5.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-20012","CWE-22",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:sudytech:webplus_pro:1.4.7.8.4-01:*:*:*:*:*:*:*"
"Modified","CVE-2020-21038","CWE-601",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:typecho:typecho:1.1-17.10.30:*:*:*:*:*:*:*"
"Modified","CVE-2020-22334","CWE-352",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:beescms:beescms:4.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-22429","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:redox-os:redox:0.1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-22755","CWE-434",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mingsoft:mcms:5.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-23362","CWE-269",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H",,,,,,,,,"cpe:2.3:a:yershop_project:yershop:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-23363","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:verydows:verydows:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-23966","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:victor_cms_project:victor_cms:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-29547","CWE-77",,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:citadel:webcit:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-36065","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:flycms_project:flycms:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36694","CWE-416",,,,,"nvd@nist.gov",6.7,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-4914","CWE-613",,,,,"psirt@us.ibm.com" "nvd@nist.gov",4.2 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:ibm:cloud_pak_system:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-0877","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2021-25748","CWE-20" "NVD-CWE-noinfo",,,,,"jordan@liggitt.net" "nvd@nist.gov",7.6 6.5,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:kubernetes:ingress-nginx:*:*:*:*:*:*:*:*"
"Modified","CVE-2021-25749","CWE-284" "NVD-CWE-noinfo",,,,,"jordan@liggitt.net" "nvd@nist.gov",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*" "cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*"
