"Modified","CVE-2024-28964","CWE-502",,,,,"security_alert@emc.com" "nvd@nist.gov",7.8 7.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:dell:common_event_enabler:*:*:*:*:*:windows:*:*"
"Modified","CVE-2024-28965","CWE-284" "NVD-CWE-noinfo",,,,,"security_alert@emc.com" "nvd@nist.gov",5.4 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28966","CWE-284" "NVD-CWE-noinfo",,,,,"security_alert@emc.com" "nvd@nist.gov",5.4 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28967","CWE-284" "NVD-CWE-noinfo",,,,,"security_alert@emc.com" "nvd@nist.gov",5.4 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28968","CWE-284" "NVD-CWE-noinfo",,,,,"security_alert@emc.com" "nvd@nist.gov",5.4 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28969","CWE-284" "NVD-CWE-noinfo",,,,,"security_alert@emc.com" "nvd@nist.gov",4.3 4.3,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28970","CWE-787",,,,,"security_alert@emc.com" "nvd@nist.gov",4.7 4.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:H" "CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:dell:vostro_5502_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:vostro_5502:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:vostro_5402_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:vostro_5402:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:precision_3660_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:precision_3660:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_5509_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_5509:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_5502_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_5502:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_5409_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_5409:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_5402_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_5402:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_27_7720_all-in-one_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_27_7720_all-in-one:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_24_5420_all-in-one_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_24_5420_all-in-one:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_16_plus_7640_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_16_plus_7640:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_16_7640_2-in-1_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_16_7640_2-in-1:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:inspiron_14_plus_7440_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:inspiron_14_plus_7440:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:g7_7700_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:g7_7700:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:g7_7500_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:g7_7500:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-28982","CWE-776" "CWE-776",,,,,"security.vulnerabilities@hitachivantara.com" "nvd@nist.gov",7.1 8.2,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H",,,,,,,,,"cpe:2.3:a:hitachi:pentaho_business_analytics_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:hitachi:pentaho_business_analytics_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28983","CWE-79" "CWE-79",,,,,"security.vulnerabilities@hitachivantara.com" "nvd@nist.gov",8.8 6.1,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:hitachi:business_analytics_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:hitachi:business_analytics_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28984","CWE-79" "CWE-79",,,,,"security.vulnerabilities@hitachivantara.com" "nvd@nist.gov",8.8 6.1,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:hitachi:pentaho_business_analytics_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:hitachi:pentaho_business_analytics_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28996","CWE-89",,,,,"psirt@solarwinds.com" "nvd@nist.gov",7.5 8.1,"HIGH" "HIGH","CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:solarwinds:solarwinds_platform:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-28999","CWE-362" "CWE-362",,,,,"psirt@solarwinds.com" "nvd@nist.gov",6.4 8.1,"MEDIUM" "HIGH","CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:L" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:solarwinds:solarwinds_platform:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29004","CWE-79",,,,,"psirt@solarwinds.com" "nvd@nist.gov",7.1 4.8,"HIGH" "MEDIUM","CVSS:3.1/AV:A/AC:L/PR:H/UI:R/S:C/C:H/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:solarwinds:solarwinds_platform:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29012","CWE-121" "CWE-787",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_2700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_3700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_4700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_5700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_6700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_10700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_11700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_13700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_270:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_470:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_870:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz270:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz270w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz370:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz370w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz470:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz470w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570p:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz670:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29013","CWE-122" "CWE-787",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_2700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_3700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_4700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_5700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsa_6700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_10700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_11700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nssp_13700:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_270:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_470:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:nsv_870:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz270:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz270w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz370:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz370w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz470:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz470w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570p:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz570w:-:*:*:*:*:*:*:*" "cpe:2.3:h:sonicwall:tz670:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29060","CWE-284" "NVD-CWE-Other",,,,,"secure@microsoft.com",6.7,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:L",,,,,,,,,"cpe:2.3:a:microsoft:visual_studio_2017:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2019:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-2914","CWE-29" "CWE-22",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","security@huntr.dev",7.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"cpe:2.3:a:djl:deep_java_library:0.26.0:*:*:*:*:*:*:*"
"Modified","CVE-2024-29152","NVD-CWE-noinfo",,,,,"cve@mitre.org" "nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",5.9 7.5 7.5,"MEDIUM" "HIGH" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:samsung:exynos_980_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_980:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_990_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_990:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_850:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_1080_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_1080:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_2100_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_2100:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_2200_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_2200:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_1280_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_1280:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_1380_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_1380:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_1330_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_1330:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_2400_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_2400:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_9110_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_9110:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_w920_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_w920:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_w930_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_w930:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_modem_5123_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_modem_5123:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_modem_5300_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_modem_5300:-:*:*:*:*:*:*:*" "cpe:2.3:o:samsung:exynos_auto_t5123_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:samsung:exynos_auto_t5123:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29168","CWE-89",,,,,"security_alert@emc.com" "nvd@nist.gov",5.4 8.8,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:dell:secure_connect_gateway:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29174","CWE-89",,,,,"security_alert@emc.com" "nvd@nist.gov",4.4 4.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29175","CWE-327" "CWE-327",,,,,"security_alert@emc.com" "nvd@nist.gov",5.9 5.9,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29176","CWE-787" "CWE-787",,,,,"security_alert@emc.com" "nvd@nist.gov",8.8 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:a:dell:apex_protection_storage:-:*:*:*:in-cloud:*:*:*" "cpe:2.3:a:dell:apex_protection_storage:-:*:*:*:on-premises:*:*:*" "cpe:2.3:h:dell:dd3300:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd6400:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd6900:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd9400:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd9410:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd9900:-:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dd9910:-:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:h:dell:dm5500:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29177","CWE-532",,,,,"security_alert@emc.com" "nvd@nist.gov",2.7 2.7,"LOW" "LOW","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:dell:data_domain_operating_system:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29181","CWE-639" "CWE-639",,,,,"security-advisories@github.com" "nvd@nist.gov",2.3 3.5,"LOW" "LOW","CVSS:3.1/AV:A/AC:H/PR:L/UI:R/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:a:strapi:strapi:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-2922","CWE-79",,,,,"security@wordfence.com" "nvd@nist.gov",6.4 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:themesflat:themesflat_addons_for_elementor:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2024-2928","CWE-29" "CWE-22",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","security@huntr.dev",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"cpe:2.3:a:lfprojects:mlflow:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-2965","CWE-674" "CWE-674",,,,,"nvd@nist.gov",4.7,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H","security@huntr.dev",4.2,"MEDIUM","CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"cpe:2.3:a:langchain:langchain:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-29778","CWE-125",,,,,"nvd@nist.gov",4.7,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29780","CWE-908",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29781","CWE-125" "CWE-125",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5 7.5,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29784","CWE-190" "CWE-269",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.7,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29785","CWE-908",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29786","CWE-787" "CWE-787",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8 6.4,"CRITICAL" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29787","CWE-416" "CWE-416",,,,,"nvd@nist.gov" "134c704f-9b21-4f2e-91b3-4a467353bcc0",7.8 7.4,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"Modified","CVE-2024-29954","CWE-312" "CWE-532",,,,,"sirt@brocade.com" "nvd@nist.gov",5.9 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:broadcom:fabric_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:broadcom:fabric_operating_system:*:*:*:*:*:*:*:*" "cpe:2.3:o:broadcom:fabric_operating_system:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-30052","CWE-693" "NVD-CWE-noinfo",,,,,"secure@microsoft.com",4.7,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N",,,,,,,,,"cpe:2.3:a:microsoft:visual_studio_2019:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2019:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*" "cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*"
"Modified","CVE-2024-30057","CWE-356" "NVD-CWE-noinfo",,,,,"secure@microsoft.com",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:microsoft:edge:*:*:*:*:*:iphone_os:*:*"
"Modified","CVE-2024-30062","CWE-416" "NVD-CWE-noinfo",,,,,"secure@microsoft.com",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:microsoft:windows_server_2012:r2:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2016:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2019:*:*:*:*:*:*:*:*" "cpe:2.3:o:microsoft:windows_server_2022:*:*:*:*:*:*:*:*"
